,id,text,intent,label
0,0,"Dişini ağardan bicbalaya biri desin ki, buralarda sülənməsin, onun başı üçün deyil belə şeylər",negative,0
1,1,AVROPADA 2/2 EDIB QOL BURAXMAYAN 3 KLUB VAR 1. BARSELONA 2. SLAVIA PRAGA  3. QARABAG,positive,1
2,2,"s tochki zreniya reklami oni dobilis nujnogo rezultata, s malenkimi zatratami. nu a v plane morali konechno eto kak min ne prilichno))",negative,0
3,3,Hər şey bir qırağa Şimali Koreyada Kim Cen niyə əl ayağa düşüb bunada bir bəhanə lazimdiyeee,negative,0
4,4,"Google-da hələ qalır axı, dığa dilində  şəhərlərin adları …(((",negative,0
5,5,Və ictimai nəqliyyatdan istifadə etmək asan və rahatdı,positive,1
6,6,Gəl buna RUH deyək söhbəti şirinliklə bağlayaq),positive,1
7,7,Mcdonalds menim en sevdiyim fast food mekanlarından biridi orada menim favorim Bigtestydir lakin biraz ucuz olsa daha yaxşı olar,positive,1
8,8,44 mlrd dollar 1 sayta pul verilir gor hansi zemanedir ilahi,negative,0
9,9,Müəllim və şagirdlərə çox sağ olun deyirəm. Diqqətinizə görə təşəkkürlər.,positive,1
10,10,Çox oynamışam PlayStation da Counterstrike,positive,1
11,11,İlahi. Hər kəsin üzü gülür. Xoşbəxtlik budur.,positive,1
12,12,EVVELİ VƏ SONU YAXSI İDİ,positive,1
13,13,bu sitynetin internetin odenis vaxdini qoymursuz 10 deqiqe kece. Amma internet isdemir. Zengde eliyirem 2 saatdi cvb vermirsiz.,negative,0
14,14,1975 amerkalılar gör necə avam olublar?! Gəlsin burda satsın görüm o daşı.,negative,0
15,15,Sağ əli Messinin başına..İnşallah dünya çempionu gözlənilməyən kamanda olar. Bezdik eyni kamandaların reklamlarından.,positive,1
16,16,"Təssüf ki, Finala qədər gələ bilmədi Finalda Messi Ronaldo görmək istiyərdim.",negative,0
17,17,"Bu etiketli meyvələrin heç özləri yeməli deyil, qaldı ki, üstündəki etiketi yeməli ola. Hamısı geni dəyişdirilmiş məhsullardır.",negative,0
18,18,"El aləmdə Vayfay, Mayfay, Layfay bizdə isə Çayfay))",positive,1
19,19,"Bizim də Ramiz Mehdiyevimiz var,YAP-ÇILARİMİZ VAR",positive,1
20,20,Söyüşnən havalanıb söyüşnən enən yeganə Şirkətlərdəndir  AZAL,positive,1
21,21,"Bunlar gulurler, ya ses cixarirlar?",negative,0
22,22,belə tərcümə və dublajı kinoteatrlara gətirməlidirlər,positive,1
23,23,"Və bu sonsuz kainatda dünyamızın, bir toz dənəciyi boyda olduğuna baxmayaraq, insanlar mənasız şeylə görə bir-birini öldürür",negative,0
24,24,Mən də mirasımı pişiyimə qoyaram.,positive,1
25,25,Gelin bakteriyalarimizi paylasaq,positive,1
26,26,Bax bele paylasimlar daha gözeldir,positive,1
27,27,"3cuden almisam superdi,5 manata aldim,Hava nemlendirici",positive,1
28,28,Nə gözəl  ! Maşallah əksəriyyəti də sağ salamatdırlar .  Mənim də orta məktəb məzunu olmağımın 45 illiyi 2025ci ildə tamam olacaq . Kaş bizlər də belə bir şey təşkil edə bilsəydik  .,positive,1
29,29,Admin bu boyda yazini sen cani oxudun ozun ?,negative,0
30,30,"Buna da şükür  Elə ölkələr var ki, internetin nə olduğun bilmirlər. Səhər nizələrlə antilop ovuna çıxır, axşam evə dönürlər. Naşükürlük etməyək, betərin betəri var",positive,1
31,31,Berbad bir kopuyu bele hakk elemir suret zeyif her deyqe tutularaq isleyir mehsuliyyetsizdiler aperatorlar cavab vermir nomrelerinin coxsuna zeng catmir legv edin menim abuneliyimi,negative,0
32,32,"Bu çox azdır. Ortastatistik Çexiyalının bankda 9500€ əmanət kimi pulu var, və bu məbləq belə əslində çox deyil.",negative,0
33,33,Bu idmanciya halaldi. Sade qardasimizsan,positive,1
34,34,Bu şəkildə Messiyə oxşadı Benzema:),positive,1
35,35,Allah rehmet etsin. Itlan jurnalistde coxsagolsun. Amma qizilxac o zaman onu niye oz nezaretinde qorumayib !!!,negative,0
36,36,"Sürpriz niyə olurki kişi kimi oynadılar uddular, ispaniyadan güclü Belçikanı məğlub etmiş komandadı Mərakeş",positive,1
37,37,"Rusiyanın düşmənlərinin izi ilə getmək, vəziyyəti içəridən sarsıtmaq, mitinqlər keçirmək və hava limanlarını dağıtmaq olmaz.",negative,0
38,38,Salam! Sizin emekdas mene aid tvni basqasina verib indide telefonu acmir sondurub,negative,0
39,39,"Müharibəni kimin udub udmayacağı əsas deyil. Əsas olan odur ki,insanlar xüsusəndə həyatımızın mənası olan uşaqlar həyatını ifirdilər. Bunu heç kimə heç nəyə qörə bağışlamaq olmaz.",negative,0
40,40,Qazilərə hörmətsizlik tək bizdə deyilmiş),negative,0
41,41,Millət həm fiziki həm mənəvi həm də maddi cəhətdən cılızlaşıb illər keçdikcə...,negative,0
42,42,Chox shirketle ishlemishem amma en rahat ve en serfelisidir) elave olaraq problemlerin helline maxsimum derecede nail olurlar yaxinlarimada tovsiyye etmishem  Mence her kes yoxlamalidir,positive,1
