,id,text,intent,label
0,1400,"""Pada bagian belakang Deklarasi Kemerdekaan terdapat tulisan ""Deklarasi Asli Kemerdekaan tanggal 4 Juli 1776"". Teks muncul di bagian bawah dokumen secara terbalik.""",politics,2
1,915,Beberapa aplikasi dalam kategori ini bahkan dapat menerjemahkan teks dalam bahasa asing pada petunjuk jalan atau objek lain di dunia nyata saat pengguna mengarahkan telepon pintar ke objek tersebut.,science/technology,0
2,267,"Tuntutan kasus itu berlangsung di Virginia, sebab tempat itu merupakan asal dari penyedia layanan internet terkemuka AOL, perusahaan yang memicu dakwaan.",science/technology,0
3,1780,"Banyak wisata ke karang yang berlangsung sepanjang tahun, dan kecelakaan di karang akibat hal-hal tersebut sangat jarang.",travel,1
4,1264,Huhne telah mengundurkan diri dan posisinya di Kabinet akan digantikan oleh Ed Davey MP. Norman Lamb MP yang diharapkan untuk mengambil pekerjaan Davey sebagai Menteri Usaha sedang berlibur.,politics,2
5,1548,Satu dari contoh terpenting dan terbaru dari ini adalah kampanye Atlantik Utara di PDII. Amerika mencoba memindahkan pasukan dan material menyeberangi Samudera Atlantik untuk membantu Inggris.,politics,2
6,664,Berwisata ke Walt Disney World merepresentasikan ziarah besar bagi banyak keluarga Amerika.,travel,1
7,1166,"""Situs web stasiun menjelaskan bahwa pertunjukkan tersebut adalah ""teater radio bergaya klasik dengan sentuhan baru yang cerdas""",entertainment,5
8,1764,"Selain itu, ketahuilah bahwa bau menarik perhatian beruang dan satwa liar lainnya, jadi hindari membawa atau memasak makanan yang berbau serta menjaga kemah agar tetap bersih.",travel,1
9,948,Pastikan bahwa begitu Anda sampai di pelabuhan marina semuanya akan jelas. Anda akan bertemu penumpang perahu lain yang akan berbagi informasi dengan Anda.,travel,1
10,839,"Melihat banyaknya pueblo yang terpencil, Anda tidak akan mampu menemukan banyak kehidupan malam tanpa pergi ke Albuquerque atau Santa Fe.",entertainment,5
11,1190,"""Perry menyatakan bahwa ia akan """"kembali ke Texas untuk menilai hasil kaukus malam ini, menentukan apakah ada peluang lanjut baginya dalam perlombaan ini"""", tetapi kemudian mengatakan bahwa ia akan tetap berada dalam perlombaan dan berkompetisi pada 21 Januari di Carolina Selatan. """,politics,2
12,12,Baru-baru ini dia kalah melawan Raonic di Brisbane Terbuka.,sports,3
13,1741,"Jembatan tersebut rencananya beroperasi penuh pada September 2017, saat pos pemeriksaan bea cukai Brasil rencananya selesai dibangun.",travel,1
14,1232,"Lakkha Singh juga menampilkan chhappan bhog bhajan. Penyanyi, Raju Khandelwal mendampingi dirinya.",entertainment,5
