,id,text,intent,label
0,460,"Die meisten Fernsehgeräte werden so hergestellt, dass sie der breiten Öffentlichkeit gefallen.",entertainment,5
1,1256,"Die Zusammensetzung dieser Kristalle entspricht der Zusammensetzung, die im Urin betroffener Haustiere gefunden wurde, wenn man sie mittels Infrarotspektroskopie (FTIR) vergleicht.",health,4
2,1049,Der Bericht fängt an mit der Bitte um einen offenen Diskurs und um Konsensbildung in den USA über eine Strategie für den Mittleren Osten.,politics,2
3,1991,Binnenwasserstraßen können eine gute Grundlage für die Urlaubsplanung sein.,travel,1
4,1211,1989 half er Brooks und Groening bei der Erschaffung von „Die Simpsons“ und war verantwortlich für die Einstellung des ersten Autorenteams der Sendung.,entertainment,5
5,1326,Zahlreiche Personen bestätigten die Entdeckung mittels unterschiedlicher Hardware und Software Anfang Februar und am Dienstag wurde sie bekanntgegeben.,science/technology,0
6,1270,Über die Veranstaltung vom Mittwoch hinaus nahm Carpanedo an der Meisterschaft in zwei Einzelrennen teil.,sports,3
7,1859,"Die Definition weist geografische Abweichungen auf, bei denen die Altersgrenze in Gegenden wie Nordamerika geringer sein kann als in Europa.",geography,6
8,1851,"Es ähnelt alpinem Tourenskilauf bzw. Bergsteigen, beinhaltet diese aber nicht unbedingt, da Letztere in steilem Gelände ausgeführt werden und viel festere Ski und Stiefel erfordern.",sports,3
9,1882,"Die Bereitschaft ausländischer Regierungen, diese Dokumente anzuerkennen, ist ebenfalls sehr unterschiedlich.",politics,2
10,377,"""Der äußere Bereich, den wir sehen, wenn wir in die Sonne schauen, wird Photosphäre genannt, was """"Ball aus Licht"""" bedeutet.""",science/technology,0
11,983,"Die Vogelgrippe, oder besser gesagt die Geflügelpest, kann sowohl Vögel als auch Säugetiere infizieren.",health,4
12,127,Viele ihrer Autoren haben später großen Einfluss auf die Nachrichtenparodie-Shows von Jon Stewart and Stephen Colbert ausgeübt.,entertainment,5
13,1516,"Beispielsweise werden „Lernen“ und „Sozialisation“ als wichtige Motivationen für die Internetnutzung vorgebracht (James et al., 1995).",science/technology,0
14,1515,Die spezifischen Eigenheiten des Internets haben zu zusätzlichen Dimensionen hinsichtlich des Nutzen- und Belohnungsansatzes geführt.,science/technology,0
15,563,"In der Studie wurde festgestellt, dass Depressionen, Angst und Katastrophendenken bei Hexenschusspatienten einen Einfluss auf die Verbindung von Schmerz und Aktivitätseinschränkung hat.",health,4
16,1601,"Naturnaher Tourismus zieht Leute an, die daran interessiert sind, Naturgebiete zu besuchen, um die Landschaft zu genießen, einschließlich der wilden Pflanzen und Tiere.",travel,1
17,18,"Es kam weltweit zu Protesten, mehreren Strafverfolgungen, und die Regierungschefs von Island und Pakistan sind beide zurückgetreten.",politics,2
18,70,"Die Managementfirma der Band, HK Management Inc., gab keinen anfänglichen Grund an, als sie am 20. September absagte, machte aber bereits am nächsten Tag logistische Gründe dafür verantwortlich.",entertainment,5
19,196,"Arias wurde positiv auf einen milden Fall des Virus getestet, sagte der Präsidentschaftsminister.",health,4
20,22,"Trotz dieser Vorwürfe hat Ma auf einem Podium, das für engere Beziehungen zum chinesischen Festland eintritt, mühelos gewonnen.x",politics,2
21,1823,"Zollfreies Einkaufen ist die Möglichkeit, Waren zu kaufen, die an bestimmten Orten von Abgaben und Verbrauchssteuern befreit sind.",travel,1
22,1899,"Die Szenen werden auf den Pyramiden dargestellt, wobei die verschiedenen Pyramiden beleuchtet werden.",entertainment,5
23,1337,"Forscher der Princeton University in den Vereinigten Staaten und der Uppsala University in Schweden berichteten, die neue Art habe sich innerhalb von nur zwei Generationen entwickelt, obwohl man zuvor angenommen hatte, dass dieser Vorgang aufgrund der Paarung zwischen einem einheimischen Darwinfink, Geospiza fortes, und dem eingewanderten Kaktusfink, Geospiza conirostris, viel länger dauerte.",science/technology,0
24,1297,"Die Kommission war Martellys Antwort auf die weitverbreiteten regimekritischen Proteste, die im Oktober begannen.",politics,2
