,id,text,intent,label
0,431,ประเทศตุรกีมีทะเลล้อมรอบทั้งสามด้าน ได้แก่ทะเลอีเจียนทางทิศตะวันตก ทะเลดำทางตอนเหนือ และทะเลเมดิเตอร์เรเนียนทางตอนใต้,geography,6
1,403,ในช่วงต้นของสงคราม พวกเขาเดินทางไปบนพื้นผิวทะเลเสียเป็นส่วนใหญ่ แต่เมื่อเรดาร์ได้รับการพัฒนาจนมีความแม่นยำกว่าเดิม เรือดำน้ำก็ถูกบังคับให้ต้องดำไปใต้น้ำเพื่อหลีกเลี่ยงไม่ให้ถูกพบเห็น,science/technology,0
2,1592,เมื่อองค์ความรู้ของชาวกรีกเสื่อมถอย ชาติตะวันตกก็พบว่าตนเองถูกตัดขาดจากรากฐานทางปรัชญาและวิทยาศาสตร์ของกรีก,science/technology,0
3,993,อย่างไรก็ตาม สถานที่เหล่านี้มีความงามและเสน่ห์ในรูปแบบที่แตกต่างไปในฤดูหนาว โดยมีที่พักบนเนินเขามากมายที่ได้รับหิมะปริมาณเหมาะสมและให้บริการกิจกรรมต่าง ๆ เช่น การเล่นสกีและสโนว์บอร์ด,entertainment,5
4,755,โรงแรมเหล่านี้เป็นโรงแรมที่คนรวยและคนมีชื่อเสียง ณ ขณะนั้นเข้าพัก และมักมีอาหารชั้นเลิศและกิจกรรมบันเทิงยามค่ำคืน,entertainment,5
5,1936,ในปี พ.ศ. 2537 ความขัดแย้งนี้นำไปสู่การก่อตั้งดินแดนที่เรียกตัวเองว่าสาธารณรัฐทรานส์นิสเตรีย ซึ่งตั้งอยู่ในมอลโดวาตะวันออก ดินแดนนี้มีรัฐบาลและสกุลเงินเป็นของตนเอง แต่ไม่ได้รับการยอมรับจากประเทศสมาชิกใดๆ ในองค์กรสหประชาชาติ,politics,2
6,1205,Danielle Lantagne ผู้เชี่ยวชาญด้านโรคภัยประจำสหประชาชาติแถลงว่า เป็นไปได้ที่การระบาดของโรคในครั้งนี้เกิดจากเจ้าหน้าที่รักษาความสงบ,health,4
7,1692,พื้นที่ขนาดใหญ่ซึ่งอยู่ห่างไกลออกไปทางเหนือมีประชากรค่อนข้างประปรายและบางพื้นที่รกร้างจนแทบไม่มีคนผู้คนอาศัยอยู่เลย,geography,6
8,280,"ผู้จัดงานประท้วงระบุว่ามีผู้คนประมาณ 100,000 คนปรากฏตัวตามเมืองต่าง ๆ ของเยอรมัน เช่น เบอร์ลิน โคโลญ ฮัมบูร์ก และฮันโนเวอร์",politics,2
9,247,เจ้าหน้าที่เหล่านี้รับผิดชอบในการให้บริการของภาครัฐและบริการทางกระบวนการยุติธรรมตามมาตราที่ 247 แห่งรัฐธรรมนูญของปากีสถาน,politics,2
10,1439,ไม่นานหลังจากสงครามปะทุขึ้น อังกฤษก็ได้ปิดกั้นเส้นทางการสื่อสารทางทะเลของเยอรมนี,politics,2
11,1239,เธอน่ารักมากและร้องเพลงเพราะด้วย เขากล่าว ตามบันทึกแถลงข่าว,entertainment,5
12,743,หมู่เกาะคุกไม่มีเมืองใด ๆ ทั้งสิ้น ทว่าประกอบไปด้วยเกาะต่าง ๆ 15 เกาะ ซึ่งเกาะที่สำคัญได้แก่ Rarotonga และ Aitutaki,geography,6
13,18,มีการประท้วงเกิดขึ้นทั่วโลก มีการฟ้องร้องทางอาญาหลายครั้ง นอกจากนั้นผู้นำของรัฐบาลไอซ์แลนด์และปากีสถานก็ลาออกทั้งสองคน,politics,2
14,1344,ไอออนของไฮโดรเจนเป็นโปรตอนที่ถูกดึงอิเล็กตรอนออก (เนื่องจากอะตอมของไฮโดรเจนนั้นประกอบไปด้วยโปรตอนและอิเล็กตรอนอย่างละหนึ่งตัว),science/technology,0
15,688,จะเป็นการดีที่สุดสำหรับนักท่องเที่ยวที่มีเวลาจำกัดที่จะไปใช้เวลาที่อื่น,travel,1
16,556,อะตอมถือได้ว่าเป็นโครงสร้างพื้นฐานอย่างหนึ่งของทุกสสาร,science/technology,0
17,1645,ก็คล้าย ๆ กับการเข็นครกขึ้นภูเขา การแยกนิวเคลียสอีกครั้งจะปลดปล่อยพลังงานนั้นออกมาบางส่วน,science/technology,0
18,907,ปกติแล้วจะมีแบนด์วิดท์ที่สูงขึ้นและบริการคุณภาพดีขึ้น มีการเข้ารหัสจึงสอดแนมได้ยาก,science/technology,0
19,1071,แต่นายกรัฐมนตรีจอห์น โฮเวิร์ด ได้กล่าวว่า กฎหมายนี้เป็นเพียงเกราะป้องกันสิ่งอำนวยความสะดวกของโรงพยาบาลจากการถูกรัฐบาลแทสมาเนียลดระดับในการมอบเงินเพิ่มอีก 45 ล้านดอลลาร์ออสเตรเลีย,politics,2
20,555,นักกีฬาอาจรู้สึกชอบผลิตภัณฑ์หนึ่งมากกว่า แม้ว่ามันจะไม่ได้ให้ประโยชน์อย่างแท้จริงก็ตาม,sports,3
21,1203,ก่อนหน้าที่กองกำลังจะเข้ามา เฮติไม่เคยประสบปัญหาที่เกี่ยวข้องกับโรคนี้เลยตั้งแต่คริสตศตวรรษที่ 1800,health,4
22,58,ตำรวจกล่าวว่า Lo Piccolo ได้เปรียบกว่าเนื่องจากเขาเป็นมือขวาของ Provenzano ใน Palermo มาก่อน และประสบการณ์ที่มากกว่าของเขานี่เองที่ทำให้เขาได้รับความเคารพจากผู้นำรุ่นเก่า เนื่องจากพวกเขาปฏิบัติตามนโยบายของ Provenzano ในการไม่ทำตัวเป็นจุดสนใจให้มากที่สุดเท่าที่จะเป็นไปได้ ในขณะที่สร้างความเข้มแข็งให้แก่เครือข่ายอำนาจของตนเอง,politics,2
23,1764,นอกจากนี้ โปรดทราบว่ากลิ่นต่าง ๆ จะดึงดูดหมีและสัตว์ป่าอื่น ๆ ดังนั้น ให้หลีกเลี่ยงการพกพาหรือปรุงอาหารที่มีกลิ่นแรง และรักษาแคมป์ให้สะอาดอยู่เสมอ,travel,1
24,195,มาสซามีกำหนดที่จะต้องออกจากการแข่งขันอย่างน้อยก็ตลอดช่วงที่เหลือของฤดูกาล 2009,sports,3
25,1785,การจองล่วงหน้าทำให้นักท่องเที่ยวอุ่นใจได้ว่าจะมีที่สักแห่งให้นอนเมื่อมาถึงจุดหมายปลายทาง,travel,1
26,600,ธาตุและสารประกอบสามารถเปลี่ยนจากสถานะหนึ่งไปยังอีกสถานะหนึ่งได้โดยไม่มีการเปลี่ยนแปลง,science/technology,0
27,553,การวิ่งระยะกลางเป็นกีฬาที่มีราคาไม่แพงนัก อย่างไรก็ดี ยังมีความเข้าใจผิดหลายประการเกี่ยวกับอุปกรณ์ไม่กี่ชิ้นที่ต้องใช้ในการวิ่ง,sports,3
28,1720,"อุทยานแห่งนี้ครอบคลุมพื้นที่ 19,500 ตร.กม. โดยแบ่งเป็น 14 เขตนิเวศที่แตกต่างซึ่งแต่ละเขตรองรับสัตว์ป่าที่แตกต่างกันไป",geography,6
29,1622,แม่น้ำอเมซอนเป็นแม่น้ำที่มีความยาวเป็นอันดับสองและมีขนาดใหญ่เป็นอันดับหนึ่งของโลก โดยมีปริมาณน้ำมากกว่าแม่น้ำที่ใหญ่เป็นอันดับสองมากกว่า 8 เท่า,geography,6
30,1441,บริเตนวางทุ่นระเบิดไว้ในน่านน้ำสากลเพื่อป้องกันไม่ให้เรือเข้าสู่ส่วนต่างๆ ของมหาสมุทร ทำให้เกิดอันตรายได้แม้แต่กับเรือที่เป็นกลาง,politics,2
31,566,ทัศนวิสัย หรือความสามารถในการมองเห็นเป็นสิ่งที่อาศัยอวัยวะรับความรู้สึกของระบบภาพหรือจักษุนั่นเอง,health,4
32,1515,ลักษณะที่แตกต่างชัดเจนของอินเทอร์เน็ตนำไปสู่มิติต่าง ๆ เพิ่มเติมในแง่ของการใช้งานและวิธีการสร้างความพึงพอใจ,science/technology,0
33,585,อย่างไรก็ตาม มีการสร้างกล้องโทรทรรศน์ของจริงตัวแรกขึ้นในยุโรปในช่วงปลายศตวรรษที่ 16,science/technology,0
34,1689,ออตตาวาคือเมืองหลวงสองภาษาของแคนาดาที่มีเสน่และเรียงรายไปด้วยหอศิลป์และพิพิธภัณฑ์ซึ่งแสดงอดีตและปัจจุบันของแคนาดา,geography,6
35,1256,เมื่อเปรียบเทียบโดยใช้อินฟราเรดสเปกโทรสโกปี (FTIR) พบว่าองค์ประกอบของผลึกเหล่านี้ตรงกับที่พบในปัสสาวะของสัตว์เลี้ยงที่ได้รับผลกระทบ,health,4
36,60,สตีฟ จ็อบส์ ซีอีโอของแอปเปิ้ลเปิดตัวอุปกรณ์นี้ด้วยการเดินขึ้นไปบนเวที แล้วควักไอโฟนออกจากกระเป๋ากางเกงยีน,science/technology,0
37,32,ในขณะที่รถคันต่าง ๆ ที่อยู่หน้าอลอนโซเข้าไปเติมน้ำมันใต้รถควบคุมความเร็วของรถที่เข้าแข่งขัน เขาก็แซงหน้าฝูงรถเพื่อคว้าชัยชนะ,sports,3
38,1411,ในระหว่างสงครามปฏิวัติ รัฐทั้งสิบสามได้ก่อตั้งรัฐบาลกลางแบบคร่าว ๆ ขึ้นมาเป็นอันดับแรก ภายใต้ข้อบังคับของสมาพันธ์ โดยมีรัฐสภาเป็นองค์ประกอบเดียว,politics,2
39,13,นาดาลเก็บคะแนนไป 88% ถ้วนในการแข่งขัน ชนะด้วย 76 คะแนนในเกมเสิร์ฟแรก,sports,3
40,1941,ถนนกว้าง อาคารที่มีด้านหน้าเป็นกระจก และศูนย์การค้าอันทันสมัยแทรกตัวอยู่ท่ามกลางหลังคากระเบื้องสีแดงแบบดั้งเดิม ตลาดในศตวรรษที่ 18 มัสยิดและโบสถ์เก่าแก่ แม้ว่าเมืองนี้จะมีบรรยากาศแบบยุโรปฝั่งเมดิเตอร์เรเนียนมากกว่าตุรกีดั้งเดิม,travel,1
41,732,วิสต์เลอร์ (ห่างจากแวนคูเวอร์ 1.5 โดยรถยนต์) นั้นแพง แต่โด่งดังมาจากโอลิมปิกฤดูหนาวปี 2010,sports,3
42,871,ทำบ้านของคุณให้อบอวลไปด้วยกลิ่นกาแฟเข้มข้นในตอนเช้า และชาคาโมไมล์ที่แสนผ่อนคลายในตอนกลางคืน,entertainment,5
43,886,แอนตาร์กติกาคือสถานที่ที่หนาวเย็นที่สุดในโลกและล้อมรอบขั้วโลกใต้,geography,6
44,362,หลังจากการใช้งานหลายร้อยชั่วโมง ในที่สุดไส้หลอดก็จะไหม้จนหมด แล้วหลอดไฟก็จะใช้งานไม่ได้อีกต่อไป,science/technology,0
45,1578,ตรวจสอบฉลากเพื่อดูคำแนะนำการปฐมพยาบาลเฉพาะสำหรับพิษนั้น ๆ,health,4
46,996,คุณต้องจองทางโทรศัพท์โดยตรงกับสายการบินในทุกกรณี,travel,1
47,197,อาการของประธานาธิบดีนั้นคงที่ แต่ต้องถูกกักตัวอยู่ที่บ้านหลายวัน,health,4
48,460,รายการโทรทัศน์ส่วนใหญ่ทำขึ้นเพื่อเอาใจคนทั่วไป,entertainment,5
49,154,"ในบรรดาอุกกาบาตราว 24,000 ดวงที่ทราบว่าตกลงมายังโลก มีเพียง 34 ดวงเท่านั้นที่ตรวจสอบยืนยันแล้วว่ามาจากดาวอังคาร",geography,6
50,1160,หลังจากเจ้าหน้าที่ตรวจสอบตัวตนของผู้มีสิทธิ์เลือกตั้งแล้ว ผู้เลือกตั้งจะต้องหย่อนซองลงในกล่องคะแนนและลงลายมือชื่อในบัญชีรายชื่อผู้มีสิทธิ์เลือกตั้ง,politics,2
51,1223,พวกเขายกเลิกทัวร์หลังจากสตีเวน ไทเลอร์ ซึ่งเป็นนักร้องนำได้รับบาดเจ็บหลังพลัดตกเวทีขณะแสดงในวันที่ 5 สิงหาคม,entertainment,5
52,54,ปีเตอร์ คอสเตลโล เหรัญญิกชาวออสเตรเลียและผู้ที่มีแนวโน้มว่าจะได้รับสืบทอดตำแหน่งต่อจากนายกรัฐมนตรีจอห์น โฮเวิร์ด ในฐานะหัวหน้าพรรคเสรีนิยม ได้ให้การสนับสนุนอุตสาหกรรมพลังงานนิวเคลียร์ในออสเตรเลีย,politics,2
53,7,การประท้วงเริ่มขึ้นประมาณ 11.00 น. ตามเวลาท้องถิ่น (UTC+1) ที่ไวท์ฮอลล์ซึ่งอยู่ตรงข้ามทางเข้าสู่ถนนดาวนิงซึ่งเป็นบ้านพักอย่างเป็นทางการของนายกรัฐมนตรี โดยทางเข้านั้นมีเจ้าหน้าที่ตำรวจรักษาความปลอดภัยอยู่,politics,2
54,1010,USA Gymnastics สนับสนุนจดหมายจากคณะกรรมการโอลิมปิกแห่งสหรัฐอเมริกา รวมทั้งเห็นด้วยที่ครอบครัวโอลิมปิกต้องการจะส่งเสริมสภาพแวดล้อมปลอดภัยสำหรับนักกีฬาของเราทุกคนอย่างแท้จริง,sports,3
55,1174,คะแนนตัดสินห่างกันเพียงแค่ 1 โดยมีคะแนนอยู่ที่ 21 ต่อ 20 คะแนน หยุดสถิติชนะ 15 เกมรวดของทีมออลแบล็ค,sports,3
56,1202,จากคดีความ ของเสียจากค่ายพัก UN ไม่ได้ผ่านการฆ่าเชื้ออย่างถูกต้องจนทำให้แบคทีเรียเล็ดรอดลงสู่แม่น้ำ Artibonite ซึ่งเป็นหนึ่งในแม่น้ำที่ใหญ่ที่สุดของเฮติ,health,4
57,958,ไม่มีพันธมิตรสายการบินซึ่งครอบคลุมการเดินทางข้ามมหาสมุทรครบสามแห่งในซีกโลกใต้ (และทาง SkyTeam ไม่ครอบคลุมการเดินทางข้ามมหาสมุทรใดๆ),travel,1
58,354,ใบมีดใต้รองเท้าสเกตน้ำแข็งสมัยใหม่มีสองคมโดยมีรอยเว้าตรงกลางระหว่างสองคมนี้ คมมีดทั้งสองช่วยให้เกาะน้ำแข็งได้ดีขึ้นแม้ในขณะเอียง,science/technology,0
59,505,เว็บไซต์เหล่านี้มีปัจจัยต่าง ๆ ที่มีข้อดี ซึ่งรวมถึงความสามารถในการจัดตั้งหน้าชั้นเรียนได้อย่างง่ายดาย โดยอาจมีบล็อก วิดีโอ รูปภาพ และคุณสมบัติอื่น ๆ,science/technology,0
60,1333,เทคโนโลยีที่ใช้เป็นแบบดาวเทียมซึ่งต่างกับเทคโนโลยีแบบเรดาร์บนพื้นแบบเก่า เพื่อช่วยให้ผู้ควบคุมการจราจรทางอากาศสามารถหาตำแหน่งของอากาศยานได้เที่ยงตรงยิ่งขึ้น และให้ข้อมูลกับนักบินได้อย่างถูกต้องแม่นยำมากขึ้น,science/technology,0
61,1173,แอฟริกาใต้ปราบออลแบล็กส์ (นิวซีแลนด์) ในการแข่งขันรักบี้ยูเนี่ยนไตรเนชั่นส์ที่สนามรอยัลบาโฟเค็งสเตเดียมในรูสเต็นเบิร์ก ประเทศแอฟริกาใต้,sports,3
