,id,text,intent,label
0,431,"טורקיה מוקפת ים משלושה כיוונים: הים האגאי ממערב, הים השחור מצפון והים התיכון מדרום.",geography,6
1,403,"""בתחילת המלחמה הן שטו בעיקר מעל פני המים, אך ככל שהמכם החל להתפתח ונהיה מדויק יותר, הצוללות נאלצו לרדת מתחת לפני המים כדי שלא להיראות.""",science/technology,0
2,1592,"ככל שידיעת היוונית פחתה, המערב מצא את עצמו מנותק משורשיו הפילוסופיים והמדעיים היווניים.",science/technology,0
3,993,"עם זאת, יש להם סוג אחר של יופי וקסם במהלך החורף, כאשר כמויות יפות של שלג יורדות על תחנות גבעה רבות ואלו מציעות פעילויות כמו סקי וסנובורד.",entertainment,5
4,755,"במלונות אלה התארחו העשירים והמפורסמים של זמנם, ולעתים קרובות היו בהם אוכל משובח וחיי לילה.",entertainment,5
5,1936,"""ב-1994, סכסוך זה הוביל להקמתה והכרזה על עצמאותה של רפובליקת טרנסניסטריה במזרח מולדובה, שיש לה ממשלה ומטבע משלה אך אינה מוכרת על ידי אף מדינה מהמדינות החברות באום.""",politics,2
6,1205,"""דניאל לנטיין, מומחה למחלה מטעם האום, ציין כי ההתפרצות נגרמה ככל הנראה על ידי אנשי כוחות שמירת השלום.""",health,4
7,1692,אזורים גדולים צפונית משם הם בעלי אוכלוסייה דלילה יחסית וחלק הם אזורי פרא כמעט לא מיושבים.,geography,6
8,280,"מארגני המחאה אמרו כי בסביבות 100,000 איש הגיעו לערים בגרמניה כגון ברלין, קלן, המבורג והנובר.",politics,2
9,247,סוכנים אלו אחראים לספק שירותי ממשל ומשפט על פי סעיף 247 של החוקה הפקיסטנית.,politics,2
10,1439,"זמן קצת לאחר שהחלו מעשי האיבה, הטילה בריטניה מצור ימי על גרמניה.",politics,2
11,1239,"""היא מאוד חמודה וגם שרה די טוב, הוא אמר על פי תמליל של מסיבת העיתונאים.""",entertainment,5
12,743,"באיי קוק אין ערים, אך הם מורכבים מ-15 איים שונים. העיקריים שבהם הם רארוטונגה (Rarotonga) ואיטוטאקי (Aitutaki).",geography,6
13,18,"היו הפגנות בכל העולם, כמה אנשים הועמדו לדין פלילי, ומנהיגי ממשלות איסלנד ופקיסטן התפטרו.",politics,2
14,1344,יוני מימן הם פרוטונים שהאלקטרונים שלהם הופשטו מהם (כיוון שאטומי מימן מורכבים מפרוטון אחד ואלקטרון אחד).,science/technology,0
15,688,למבקרים עם זמן מוגבל כדאי להקדיש את זמנם למקום אחר.,travel,1
16,556,ניתן להחשיב את האטום כאחד מאבני הבניין הבסיסיות של כל החומרים.,science/technology,0
17,1645,בערך כמו לדחוף עגלה כבדה בעלייה. ביקוע הגרעין שוב משחרר חלק מאותה אנרגיה.,science/technology,0
18,907,לרוב הם מציעים פס רחב יותר ושירות טוב יותר. הם מוצפנים ולכן קשה יותר לרגל אחריהם.,science/technology,0
19,1071,"אך ראש הממשלה ג'ון האוורד אמר כי החוק נועד רק כדי להגן על מתקני בית החולים מפני שנמוך על ידי ממשלת טסמניה, באמצעות הענקת 45 מיליון דולר אוסטרלי נוספים.",politics,2
20,555,האתלטים עשויים להרגיש שהם מעדיפים מוצר כלשהו אפילו כשהוא לא מספק אף תועלת משמעותית.,sports,3
21,1203,"לפני הגעת החיילים, האיטי לא נתקלה בבעיות הקשורות למחלה מאז המאה ה-19.",health,4
22,58,"""המשטרה טענה כי Lo Piccolo ניצח מכיוון שהוא היה יד ימינו של פרובנזנו בפלרמו, וניסיונו הרב הקנה לו כבוד אצל הדור הותיק של הבוסים אשר עקבו אחר העקרון של פרובנזנו להישאר כמה שיותר מתחת לראדאר בזמן חיזוק רשת הכוח שלהם.""",politics,2
23,1764,"בנוסף, כדאי לדעת שריחות מושכים דובים וחיות בר אחרות, לכן אל תישאו על גופכם ואל תבשלו מזונות ריחניים ושמרו על ניקיון המחנה.",travel,1
24,195,מאסה אמור להישאר בחוץ לפחות עד סוף עונת 2009.,sports,3
25,1785,הזמנה מראש מעניקה למטיילים שקט ובטחון שיהיה להם מקום לישון בו כשהם מגיעים ליעדם.,travel,1
