,id,text,intent,label
0,8332,lösche meine workout heute,calendar_remove,2
1,16194,bitte sende eine email an lisa,email_sendemail,5
2,5936,brauche ich heute meinen hut,weather_query,9
3,9682,spiel harry potter von dem punkt wo ich zuletzt gestoppt hab siri,play_audiobook,6
4,1485,zeige alle wecker,alarm_query,0
5,2248,hat sich das wetter für mittwoch überhaupt geändert,weather_query,9
6,16681,email abendessen heute nacht gestern mit tina,email_sendemail,5
7,9092,entferne alle termine im kalender,calendar_remove,2
8,10106,zeig mir das rezept für hühnchen tandoori,cooking_recipe,3
9,2956,welche zeit haben meine wecker,alarm_query,0
10,8855,bitte lösche alle termine im kalender,calendar_remove,2
11,3344,zu welcher zeit stehe ich morgen auf,alarm_query,0
12,1781,kann ich das wetter von da wisssen,weather_query,9
13,11900,spiel einen film ab der mir gefällt,recommendation_movies,7
14,9886,fange das hörbuch heaven is for real von vorne an,play_audiobook,6
15,5737,sag mir die alarm zeiten für die nächsten zwei tage,alarm_query,0
16,8283,bitte leere meinen kalender,calendar_remove,2
17,285,wird es morgen windig werden,weather_query,9
18,3795,wieviel grad sind es gerade in münchen,weather_query,9
19,1633,zeige mir meine wecker,alarm_query,0
20,7996,lösche meinen kommenden termin im kalender,calendar_remove,2
21,16868,erreiche meine familie via mail,email_sendemail,5
22,2292,wird es heute sonnig,weather_query,9
23,1662,wie ist die zeitdifferenz zwischen new york und berlin,datetime_convert,4
24,15992,bitte schicke ashwin patel meine besten wünsche und das arbeitspdf im anhang als email,email_sendemail,5
25,4099,nur um zu bestätigen dass du den wecker auf acht uhr gestellt hast,alarm_query,0
26,1106,ich möchte das wetter aus bremen wissen,weather_query,9
27,6165,sollte ich heute sonnenblocker auftragen,weather_query,9
28,1389,wie wird das wetter am samstag werden,weather_query,9
29,12379,buche ein zug ticket von berlin nach münchen,transport_ticket,8
30,6152,finde bitte die heutige vorhersage,weather_query,9
31,12574,buche ein ticket nach berlin mit dem zug,transport_ticket,8
32,2051,sage mir den heutigen wetterbericht für münchen,weather_query,9
33,11735,ist swat ein guter film,recommendation_movies,7
34,9887,ich möchte das hörbuch good grief abspielen,play_audiobook,6
35,8087,kann ich die erinnerung löschen,calendar_remove,2
36,6048,sollte ich heute abend handschuhe anziehen,weather_query,9
37,12671,buche mir einen zug für den zweiundzwanzigsten märz um zwölf uhr nachts,transport_ticket,8
38,10167,finde ein rezept für apfelkuchen,cooking_recipe,3
39,5589,finde den wetter bericht,weather_query,9
40,347,was ist die morgige vorhersage,weather_query,9
41,10243,suche nach rezept und anleitung für dieses gericht,cooking_recipe,3
42,3244,lass mich wissen wie das wetter heute ist,weather_query,9
43,8744,kannst du die veranstaltung löschen zu der ich eingeladen war,calendar_remove,2
44,12129,buche mir ein ticket für einen zug von hamburg nach hannover heute in zwei tagen,transport_ticket,8
45,16208,email an tom mit dem datum und der zeit für die morgige besprechung,email_sendemail,5
46,9925,wie lange muss ich das ei kochen,cooking_recipe,3
47,10131,wie lang soll ich hühnchen kochen,cooking_recipe,3
48,2895,lautsprecher leiser machen,audio_volume_down,1
49,3035,olly wetterverhältnisse für den nächsten tag,weather_query,9
50,5663,brauche ich eine jacke am abend,weather_query,9
51,5602,wird es diese woche schön draußen,weather_query,9
52,10007,olly zeig die methode zur zubereitung von eiscreme,cooking_recipe,3
53,12157,besorg mir einen bahn fahrschein um zu fahren nach,transport_ticket,8
54,9717,spiele animal farm,play_audiobook,6
55,10084,was wäre eine alternative zu mehl,cooking_recipe,3
56,6971,veranstaltung absagen,calendar_remove,2
57,8147,entferne das konzert aus den veranstaltungen im kalender,calendar_remove,2
58,5924,bitte lautstärke verringern,audio_volume_down,1
59,6733,buche in einer halben stunde ein taxi nach köln,calendar_remove,2
60,3584,was sind die nächsten drei wecker die klingeln werden,alarm_query,0
61,3963,gibt es irgendwelche alarme für heute,alarm_query,0
62,8844,lösche alle details aus meinem kalender,calendar_remove,2
63,1969,heute ist ein sonniger tag oder nicht,weather_query,9
64,14299,lesen das ticket für tesla,transport_ticket,8
65,2856,ist es sonnig heute,weather_query,9
66,4374,gestellte wecker überprüfen,alarm_query,0
67,7361,geburtstag veranstaltungen,calendar_remove,2
68,9967,wie kocht man am besten pasta,cooking_recipe,3
69,11702,zeig mir das nächste kino,recommendation_movies,7
70,9818,gebe mir die zusammenfassung der neuesten veröffentlichung des hörbuchs,play_audiobook,6
71,5720,zeige mir das morgige wetter in dieser gegend,weather_query,9
72,6117,wetterbericht der woche,weather_query,9
73,16690,antworte auf jens neue email,email_sendemail,5
74,3506,was ist die heutige wettervorhersage,weather_query,9
75,4943,bitte softer sprechen,audio_volume_down,1
76,9944,was ist das beste rezept für tacos,cooking_recipe,3
77,8099,hi google lösche das abendessen am donnerstag,calendar_remove,2
78,9080,alle meeting heute löschen,calendar_remove,2
79,16943,schicke email an großmutter mit dem betreff samstagsnachricht wir kommen am samstag vorbei bis dann,email_sendemail,5
